satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments ,salary
0.83,0.86,4,139,3,0,0,8,2
0.63,0.57,4,192,3,0,0,9,0
0.66,0.54,2,136,2,0,0,9,1
0.41,0.47,4,104,3,0,0,7,1
0.76,0.62,3,150,2,1,0,9,2
0.56,0.63,4,204,4,0,0,5,2
0.29,0.91,4,183,4,0,0,1,1
0.99,0.81,4,246,3,1,0,6,1
0.91,0.81,3,220,3,1,0,8,1
0.59,0.62,3,203,4,0,0,8,2
0.73,0.69,3,161,3,0,0,7,1
0.93,0.98,3,238,2,0,0,5,1
0.88,0.88,5,248,5,0,0,9,2
0.85,0.51,3,242,3,0,0,3,2
0.76,0.83,5,227,5,0,0,7,1
0.71,0.44,2,207,4,0,0,7,1
0.1,0.96,6,274,4,0,0,9,1
0.41,0.57,2,136,3,0,0,8,1
0.1,0.9,7,281,4,0,0,7,1
0.43,0.53,2,157,3,0,0,1,1
0.82,0.84,5,244,5,0,0,7,1
0.75,0.5,4,166,4,0,0,0,1
0.49,0.61,3,240,3,0,0,7,2
0.56,0.84,4,149,4,1,0,0,2
0.66,0.87,3,186,2,0,0,0,2
0.7,0.72,5,134,3,0,0,1,2
0.78,0.58,3,241,3,1,0,7,2
0.9,0.96,2,258,2,0,0,7,1
0.98,0.75,5,168,4,1,0,1,2
0.4,0.56,2,131,3,0,0,0,1
0.69,0.55,4,234,2,0,0,7,2
0.82,0.84,3,194,3,0,0,6,1
0.88,0.71,5,219,2,0,0,0,2
0.11,0.78,6,260,4,0,0,3,2
0.62,0.51,4,193,3,0,0,2,0
0.52,0.92,3,150,2,1,0,9,2
0.61,0.92,3,222,4,0,0,7,2
0.14,0.98,6,221,5,0,0,0,1
0.89,0.99,4,258,3,1,0,9,2
0.14,0.46,2,267,6,1,0,8,1
0.81,0.98,6,196,2,0,0,8,1
0.8,0.54,4,258,3,0,0,8,1
0.91,0.59,3,134,2,1,0,9,2
0.39,0.86,3,261,2,0,0,2,1
0.66,0.95,4,183,3,0,0,9,1
0.38,0.57,2,140,3,0,0,8,1
0.63,0.85,4,182,3,1,0,7,0
0.43,0.47,2,135,3,0,0,7,1
0.52,0.57,3,183,2,0,0,9,1
0.69,0.75,3,179,2,1,0,7,0
0.61,0.85,4,273,3,0,0,1,1
0.16,0.98,3,232,5,0,0,7,2
0.73,0.44,2,194,6,0,0,3,2
0.49,0.88,4,244,3,0,0,7,1
0.64,0.59,3,200,2,1,0,3,2
0.93,0.98,4,189,10,0,0,7,2
0.42,0.47,2,129,3,0,0,3,1
0.44,0.51,2,127,3,0,0,9,2
0.95,0.98,5,155,3,0,0,2,1
0.7,0.75,4,204,3,0,0,9,2
0.94,0.99,2,273,4,0,0,9,1
0.97,0.64,4,238,10,1,0,6,2
0.67,0.72,4,218,2,1,0,7,1
0.13,0.62,3,264,6,0,0,2,1
0.55,0.55,4,257,3,0,0,6,1
0.88,0.59,3,224,2,0,0,3,1
0.77,0.87,5,257,2,0,0,6,2
0.1,0.87,7,289,4,0,0,7,1
0.6,0.83,3,230,3,0,0,8,2
0.43,0.53,2,150,3,0,0,7,1
0.43,0.47,2,144,3,0,0,3,2
0.92,0.69,3,192,3,0,0,2,2
0.71,0.96,4,144,4,0,0,7,2
0.99,0.97,4,208,3,0,0,4,2
0.58,0.76,3,220,3,0,0,8,2
0.7,0.57,3,179,2,0,0,8,1
0.86,0.61,5,265,3,0,0,8,1
0.1,0.92,7,307,4,0,0,8,1
0.56,0.63,4,271,2,1,0,6,0
0.67,0.83,5,269,2,0,0,7,2
0.16,0.96,6,211,6,1,0,1,1
0.98,0.62,5,260,2,1,0,8,1
0.66,0.84,4,197,2,0,0,3,1
0.85,0.92,4,275,5,0,0,8,2
0.1,0.9,7,286,4,0,0,7,1
0.73,0.93,5,162,4,0,0,9,1
0.72,0.52,3,143,4,1,0,8,1
0.4,0.46,2,143,3,0,0,3,2
0.37,0.51,2,155,3,0,0,7,1
0.45,0.55,2,151,3,0,0,0,2
0.64,0.49,5,188,2,0,0,0,1
0.98,0.53,3,234,3,0,0,7,2
0.58,0.65,3,139,4,0,0,4,0
0.99,0.54,4,196,4,1,0,3,0
0.89,0.87,5,225,5,0,0,6,1
0.2,0.49,5,199,5,0,0,7,1
0.85,1.0,4,225,5,0,0,9,1
0.74,0.55,4,262,3,0,0,8,1
0.69,0.5,3,208,4,0,0,3,1
0.13,0.72,4,148,5,0,0,3,2
0.96,0.82,4,244,3,0,0,8,0
0.92,0.88,4,151,3,0,0,9,1
0.83,0.76,3,262,2,0,0,2,2
0.67,0.8,4,137,2,0,0,8,2
0.95,0.49,3,158,2,0,0,1,1
0.43,0.5,2,137,3,0,0,8,2
0.7,0.7,3,162,8,0,0,1,0
0.54,0.59,4,202,3,0,0,0,1
0.53,0.61,3,148,10,0,0,4,0
0.97,0.55,5,212,6,0,0,7,0
0.98,0.66,3,204,2,0,0,7,2
0.49,0.77,3,211,3,0,0,0,0
0.2,0.99,5,151,3,1,0,8,1
0.66,0.84,4,186,3,0,0,0,2
0.21,0.52,5,130,2,0,0,0,1
0.87,0.83,4,265,6,0,0,7,1
0.55,0.96,3,194,3,0,0,6,2
0.72,0.85,5,237,4,0,0,2,1
0.83,0.49,4,218,2,0,0,9,1
0.72,0.51,3,160,3,0,0,7,2
0.9,0.9,3,147,3,1,0,1,2
0.23,0.88,5,238,6,0,0,1,2
0.95,0.7,4,139,3,0,0,5,1
0.74,0.75,4,169,4,0,0,0,1
0.54,0.95,3,221,3,0,0,8,2
0.67,0.39,2,235,6,0,0,1,1
0.99,0.84,4,142,10,0,0,9,0
0.85,0.74,3,157,3,0,0,9,2
0.71,0.8,5,192,3,0,0,1,2
0.38,0.57,2,140,3,0,0,7,1
0.43,0.53,2,143,3,0,0,2,2
0.38,0.49,2,127,3,0,0,8,2
0.44,0.56,2,156,3,0,0,0,2
0.2,0.7,4,225,5,0,0,8,1
0.81,0.97,5,243,5,0,0,8,2
0.81,0.81,4,218,5,1,0,0,1
0.45,0.71,2,172,2,0,0,7,1
0.97,0.84,4,177,6,0,0,9,1
0.62,0.73,3,245,4,0,0,0,1
0.49,0.8,4,161,2,0,0,0,2
0.67,0.97,4,186,3,0,0,3,1
0.55,0.58,5,208,3,0,0,0,1
0.74,0.93,6,225,4,0,0,9,1
0.94,0.82,4,187,3,0,0,7,1
0.62,0.61,3,266,2,0,0,4,0
0.74,0.51,4,246,3,1,0,5,2
0.81,1.0,4,253,5,0,0,9,1
0.69,0.72,3,243,3,0,0,5,1
0.74,0.89,3,160,2,0,0,7,1
0.65,0.85,4,201,10,0,0,8,1
0.39,0.53,2,127,3,0,0,7,2
0.5,0.6,3,270,3,1,0,4,2
0.41,0.47,2,131,3,0,0,5,2
0.81,0.77,5,167,4,0,0,6,1
0.5,0.73,3,154,10,0,0,0,2
0.81,0.93,5,270,5,0,0,9,2
0.64,0.85,4,265,2,0,0,2,1
0.84,0.77,4,262,4,0,0,9,1
0.94,0.84,5,240,3,0,0,7,1
0.61,0.82,3,261,4,0,0,0,1
0.91,0.67,4,206,3,0,0,0,1
0.72,0.74,3,187,2,0,0,7,2
0.49,0.74,3,229,3,1,0,0,1
0.45,0.47,2,151,3,0,0,2,2
0.45,0.45,2,154,3,1,0,8,2
0.25,0.64,4,226,5,0,0,4,2
0.68,0.51,4,157,3,0,0,7,1
0.61,0.48,4,163,3,0,0,7,2
0.4,0.85,5,99,2,1,0,8,0
0.36,0.69,3,98,2,0,0,7,1
0.8,0.86,3,203,3,0,0,8,2
0.59,0.65,4,219,3,1,0,9,1
0.5,0.59,4,192,2,0,0,7,2
0.92,1.0,4,261,4,0,0,7,2
0.63,0.7,5,182,3,0,0,7,2
0.85,0.81,4,260,3,0,0,6,2
0.95,0.53,3,174,3,0,0,8,2
0.85,0.9,5,202,3,0,0,0,1
0.56,0.89,3,163,3,1,0,9,0
0.79,0.93,5,160,4,1,0,2,2
0.15,0.42,3,98,3,0,0,7,1
0.41,0.56,2,133,3,0,0,8,1
0.84,0.51,2,117,4,0,0,2,1
0.81,0.81,5,215,2,0,0,7,1
0.82,0.91,5,232,5,0,0,9,1
0.45,0.61,5,179,5,0,0,3,1
0.49,1.0,3,176,3,0,0,8,2
0.19,0.85,5,249,3,0,0,5,1
0.37,0.46,2,158,3,0,0,3,1
0.42,0.54,2,135,3,0,0,7,2
0.78,0.86,5,260,6,0,0,5,1
0.31,0.62,6,135,5,0,0,8,1
0.81,0.55,3,199,2,1,0,0,2
0.89,0.86,3,223,2,0,0,7,1
0.81,0.84,3,198,2,0,0,9,1
0.77,0.68,3,225,2,0,0,7,1
0.21,0.72,3,245,6,0,0,0,0
0.1,0.87,6,250,4,0,0,7,1
0.09,0.93,6,296,4,0,0,9,2
0.76,0.52,3,248,3,0,0,1,2
0.77,0.98,3,273,3,0,0,8,0
0.73,0.97,5,235,5,0,0,3,1
0.88,0.85,3,220,3,0,0,4,2
0.1,0.96,6,292,4,0,0,8,2
0.21,0.76,5,239,2,0,0,1,1
0.72,0.67,3,164,4,0,0,1,2
0.57,0.72,4,221,3,0,0,2,2
0.25,0.98,6,287,5,1,0,7,1
0.55,0.49,3,205,3,0,0,7,2
0.1,0.79,7,284,4,0,0,0,2
0.58,0.53,3,287,5,0,0,0,1
0.45,0.46,2,130,3,0,0,9,1
0.43,0.53,2,150,3,0,0,7,1
0.89,0.88,5,228,5,1,0,8,1
0.6,0.53,2,235,7,0,0,0,2
0.71,0.48,3,161,3,0,0,7,1
0.4,0.46,2,156,3,0,0,4,2
0.82,0.79,3,176,3,0,0,9,1
0.64,0.77,3,249,2,1,0,8,1
0.85,0.66,3,234,3,0,0,7,2
0.88,0.6,4,208,7,0,1,4,0
0.83,0.74,4,233,3,0,0,2,2
0.86,0.53,4,244,3,0,0,9,2
0.74,1.0,4,249,5,0,0,0,1
0.79,0.48,5,200,3,0,0,7,1
0.1,0.84,6,286,4,0,0,6,1
0.6,0.57,5,145,3,1,0,9,1
0.9,0.87,3,220,3,0,0,8,1
0.76,0.64,3,189,3,0,0,2,2
0.83,0.98,3,229,6,0,0,8,2
0.36,0.47,2,148,3,0,0,9,2
0.3,0.48,2,104,2,0,0,9,0
0.93,0.98,4,189,3,0,0,1,2
0.86,0.79,3,106,6,1,0,7,2
0.9,0.92,4,271,5,0,0,0,2
0.65,0.55,4,250,2,0,0,9,1
0.69,0.63,3,137,3,0,0,9,1
0.41,0.57,2,136,3,0,0,8,1
0.82,0.78,5,231,2,1,0,0,1
0.61,0.51,3,207,3,0,0,1,2
0.73,0.91,4,247,5,0,0,8,2
0.76,0.86,5,223,5,1,0,6,2
0.83,0.37,5,101,4,1,0,8,1
0.98,0.58,4,133,3,0,0,7,1
0.7,0.64,5,260,3,0,0,0,1
0.74,0.63,4,170,2,0,0,0,2
0.45,0.55,4,206,2,0,0,7,1
0.47,0.57,3,162,3,1,0,7,2
0.4,0.53,2,152,3,0,0,6,2
0.7,0.58,3,205,3,0,0,7,1
0.8,0.66,4,223,3,0,0,8,2
0.63,0.5,4,172,2,0,0,9,1
0.31,0.5,3,262,5,0,0,7,2
0.49,0.64,3,142,4,0,0,0,1
0.93,0.53,3,257,2,1,0,9,1
0.45,0.46,2,155,3,0,0,7,1
0.24,0.89,5,169,4,0,0,0,1
0.49,0.65,4,176,3,1,0,3,2
0.7,0.67,4,181,3,0,0,2,2
0.74,1.0,4,199,4,0,0,4,0
0.15,0.89,3,251,4,0,0,5,0
0.9,1.0,2,114,5,0,0,8,0
0.57,0.9,5,145,3,0,0,2,1
0.63,0.74,4,202,3,0,0,3,1
0.37,0.46,2,149,3,0,0,0,1
0.6,0.72,4,267,4,0,0,8,1
0.84,0.65,3,134,3,0,0,9,2
0.59,0.53,4,213,2,0,0,0,1
0.88,0.66,3,178,3,0,0,1,0
0.63,0.54,4,147,4,0,0,9,1
0.42,0.86,2,108,5,0,0,9,0
0.7,0.55,4,233,2,0,0,8,2
0.9,0.74,4,206,4,1,0,0,1
0.78,0.63,3,192,2,0,0,8,2
0.37,0.49,2,151,3,0,0,7,1
0.76,0.86,5,223,5,1,0,6,2
0.67,0.72,4,159,2,0,0,7,1
0.56,0.85,5,230,3,0,0,2,2
0.75,0.94,5,194,4,0,0,9,1
0.41,0.49,2,130,3,0,0,5,1
0.11,0.92,7,307,4,0,0,0,1
0.68,0.71,4,206,2,0,0,3,2
0.94,0.82,4,159,2,1,0,8,1
0.97,0.75,5,270,3,1,0,7,2
0.94,0.72,3,152,2,1,0,7,2
0.88,1.0,5,190,2,0,0,7,1
0.63,0.73,5,168,3,0,0,9,1
0.19,0.53,6,191,4,0,0,8,1
0.33,0.41,2,198,4,0,0,9,2
0.97,0.51,4,241,4,0,0,3,2
0.91,0.76,3,116,5,0,0,9,1
0.92,0.84,3,220,3,1,0,9,0
0.98,0.6,4,191,3,0,0,0,1
0.57,0.61,4,158,5,0,0,8,2
0.65,0.36,2,282,3,0,0,6,2
0.72,0.67,5,219,3,0,0,0,1
0.11,0.9,6,263,4,0,0,0,1
0.53,0.72,3,228,3,0,0,7,2
0.96,0.47,2,233,5,1,0,9,1
0.83,0.98,4,254,5,0,0,9,1
0.84,1.0,5,234,5,0,0,9,2
0.44,0.51,2,127,3,0,0,9,2
0.26,0.45,2,157,3,0,0,2,2
0.42,0.47,2,159,3,0,0,5,1
0.69,0.76,3,153,3,0,0,9,2
0.8,0.87,4,220,2,0,0,0,2
0.63,0.65,3,162,2,0,0,9,1
0.94,0.9,2,263,3,0,0,1,1
0.71,0.69,4,222,4,0,0,7,2
0.57,0.91,4,224,10,0,0,7,2
0.38,0.53,2,136,3,0,0,6,2
0.59,0.62,4,227,4,1,0,9,1
0.55,0.54,3,233,2,0,0,8,1
0.4,0.53,2,151,3,0,0,0,1
0.73,0.97,3,174,3,0,0,7,1
0.51,0.5,5,176,5,0,0,8,2
0.89,0.55,3,260,2,0,0,1,1
0.28,0.38,5,139,4,0,0,8,2
0.9,0.58,3,264,3,0,0,0,2
0.82,0.68,2,285,2,0,0,8,2
0.61,0.88,5,146,7,1,0,5,1
0.43,0.53,2,150,3,0,0,7,1
0.26,0.85,6,152,4,0,0,8,2
0.4,0.47,2,146,3,0,0,7,2
0.37,0.46,2,157,3,0,0,0,1
0.76,0.79,3,161,3,0,0,9,1
0.82,0.49,5,210,3,0,0,4,0
0.89,0.75,3,134,3,0,0,3,1
0.65,0.98,3,136,3,0,0,8,1
0.57,0.94,4,257,3,0,0,5,2
0.37,0.45,2,151,3,0,0,8,1
1.0,0.87,3,274,3,0,0,6,2
0.82,0.65,5,178,7,1,0,7,2
0.16,0.83,5,173,4,0,0,0,0
0.79,0.56,5,250,2,1,1,4,2
0.98,0.62,3,140,4,0,0,5,1
0.91,0.75,2,147,3,0,0,5,1
0.86,0.71,3,235,3,0,0,0,2
0.78,0.69,4,202,3,0,0,6,1
0.48,0.72,3,143,4,0,0,7,2
0.42,0.49,2,152,3,0,0,8,1
0.58,0.54,3,287,6,0,0,9,2
0.96,0.95,6,215,4,0,0,0,1
0.86,0.97,4,258,3,0,0,9,0
0.87,0.78,3,170,2,0,0,7,1
0.96,0.6,3,160,10,0,0,8,2
0.61,0.98,2,238,4,0,0,8,2
0.6,0.67,3,249,2,0,0,7,2
0.63,0.86,6,206,6,0,0,9,2
0.54,0.7,5,239,5,0,0,1,2
0.59,0.81,4,189,3,0,0,7,2
0.63,0.66,4,237,2,1,0,1,2
0.79,0.97,3,271,2,0,0,3,2
0.38,0.53,2,157,3,0,0,7,1
0.37,0.54,2,149,3,0,0,8,1
0.24,0.89,5,228,4,1,0,8,0
0.81,0.81,5,250,4,0,1,7,2
0.65,0.85,4,233,2,0,0,8,1
1.0,0.88,4,191,4,0,0,9,1
0.62,0.71,3,177,3,1,0,0,1
0.54,0.74,2,166,3,0,0,7,2
0.42,0.54,2,143,3,1,0,7,1
0.7,0.51,3,256,3,0,0,9,1
0.27,0.54,7,278,3,0,0,9,1
0.66,0.52,3,149,4,1,0,7,2
0.72,0.95,3,145,2,0,0,1,1
0.84,0.6,3,250,3,1,0,1,1
0.86,1.0,5,257,5,0,0,9,2
0.99,0.97,5,229,2,0,0,9,2
0.92,0.59,4,190,5,0,0,9,0
0.59,0.69,3,200,3,0,0,7,1
0.47,0.56,4,165,3,0,0,7,2
0.84,0.65,2,140,3,0,0,0,1
0.76,0.44,4,192,4,1,0,9,1
0.43,0.88,2,149,4,0,0,6,2
0.84,0.55,4,149,2,0,0,6,2
0.24,0.58,5,279,4,0,0,5,2
0.54,0.68,4,183,2,0,0,8,1
0.46,0.73,6,256,4,0,0,6,0
0.85,0.49,4,139,2,0,0,7,2
0.69,0.89,4,174,2,0,0,9,1
0.73,0.91,4,241,2,1,0,2,2
0.68,0.72,3,213,3,0,1,5,2
0.34,0.99,4,184,3,0,0,1,2
0.52,0.7,3,257,3,0,0,8,1
0.64,0.92,5,211,2,1,0,0,2
0.39,0.49,2,127,3,0,0,0,2
0.72,0.49,3,203,3,0,1,1,2
0.39,0.47,2,131,3,0,0,9,1
0.89,0.95,2,181,5,0,0,9,2
0.1,0.92,6,258,4,0,0,9,1
0.79,0.87,3,194,2,0,0,9,2
0.62,0.84,3,270,6,0,0,3,2
0.95,0.71,3,223,2,0,0,7,1
0.88,0.84,3,266,3,0,0,2,1
0.95,0.37,6,233,5,0,0,1,2
0.96,0.54,3,153,2,0,0,9,2
0.5,0.63,4,229,4,0,0,7,1
0.53,0.7,4,223,3,0,0,7,1
0.37,0.55,2,127,3,0,0,1,2
0.12,0.61,6,257,3,0,0,7,2
0.73,0.99,6,206,5,0,0,7,2
0.92,0.6,3,179,2,0,0,0,1
0.93,0.51,3,196,2,0,1,1,2
0.87,0.51,4,173,3,0,0,8,1
0.43,0.85,6,168,2,0,0,9,1
0.78,0.95,5,273,2,0,0,9,1
0.81,0.94,5,233,6,0,0,8,2
0.6,0.49,3,239,2,0,0,7,2
0.69,0.55,5,242,2,0,0,7,2
0.96,0.97,6,137,10,0,0,7,1
0.57,0.95,3,274,4,0,0,7,1
0.91,0.9,3,243,3,0,0,8,2
0.85,0.87,4,152,7,0,0,7,1
0.72,0.69,4,149,2,0,0,4,2
0.56,0.52,4,158,2,0,0,0,1
0.93,0.5,5,272,3,0,0,7,1
0.93,0.74,5,248,8,1,0,8,1
0.61,0.64,3,245,2,0,0,6,2
0.12,0.93,6,257,6,1,0,1,1
0.83,0.52,5,217,3,0,0,1,1
0.77,0.91,4,161,3,0,0,5,1
0.3,0.86,3,276,5,1,0,2,1
0.72,0.39,5,111,5,0,0,8,1
0.49,0.6,4,141,3,0,0,9,1
0.29,0.37,6,187,10,1,0,7,0
0.74,1.0,5,223,5,0,0,2,1
0.72,0.68,3,150,3,1,0,6,2
0.43,0.54,2,142,3,0,0,8,1
0.62,0.72,5,180,3,0,0,2,1
0.18,0.49,3,240,2,1,0,5,1
0.81,0.88,5,242,5,0,0,8,2
0.79,1.0,5,257,6,0,0,7,1
0.8,0.63,4,211,2,0,0,6,2
0.59,0.86,4,260,2,0,0,7,2
0.96,0.64,3,166,2,0,0,2,2
0.81,0.55,3,127,4,0,0,8,2
0.78,0.56,5,252,2,0,0,7,0
0.8,0.54,4,269,3,0,0,7,2
0.83,0.62,4,218,3,0,0,7,1
0.76,0.79,3,247,3,0,0,7,1
0.48,0.55,4,262,3,1,0,1,0
0.71,0.81,2,182,3,0,0,4,0
0.72,0.91,3,267,2,0,0,8,1
0.6,0.9,5,139,3,0,0,7,1
0.79,0.64,4,263,2,0,0,7,1
0.7,0.53,2,274,4,0,0,7,1
0.59,0.72,3,182,3,0,0,7,2
0.8,0.57,3,225,4,0,0,8,1
0.66,0.69,3,182,3,1,0,9,1
0.49,0.84,5,193,3,0,0,6,2
0.57,0.56,2,159,3,0,0,9,0
0.91,0.8,4,181,3,0,0,7,1
0.09,0.96,6,268,4,0,0,9,2
0.71,0.92,4,248,3,1,0,7,1
0.29,0.75,3,124,4,0,0,5,2
0.8,0.91,3,202,2,0,0,7,2
0.1,0.85,7,259,4,0,0,9,1
0.37,0.49,2,151,3,0,0,9,0
0.72,0.75,4,211,4,0,0,7,2
0.73,0.59,6,121,5,0,0,7,1
0.1,0.85,6,273,4,0,0,7,2
0.92,0.66,4,133,3,0,0,8,2
0.78,0.91,5,150,4,0,0,8,1
0.85,1.0,3,255,3,0,0,7,2
0.61,0.74,2,143,6,0,0,7,2
0.93,0.89,3,255,7,1,0,7,2
0.78,0.61,3,193,3,0,0,7,2
0.89,0.76,2,278,2,0,0,7,2
0.31,0.84,7,133,5,0,0,9,1
1.0,0.61,3,188,4,0,0,6,1
0.16,0.78,4,196,5,0,0,9,0
0.8,0.8,3,175,2,0,0,1,2
0.66,0.86,4,112,6,0,0,2,2
0.11,0.93,7,284,4,0,0,9,1
0.09,0.83,6,295,5,0,0,9,1
0.41,0.48,3,155,2,1,0,9,2
0.6,0.76,5,168,2,1,0,2,0
0.31,0.49,4,165,3,1,0,9,1
0.44,0.5,2,148,3,0,0,2,2
0.56,0.57,4,161,3,0,0,7,2
0.4,0.56,2,131,3,0,0,0,1
0.39,0.85,5,179,5,0,0,8,1
0.82,1.0,4,229,6,0,0,3,2
0.15,0.51,6,248,5,0,0,8,1
0.09,0.83,6,282,4,0,0,9,2
0.69,0.51,3,257,3,1,0,0,1
0.92,0.46,5,195,5,0,0,8,1
0.15,0.91,6,281,3,0,0,5,1
0.37,0.57,2,129,3,0,0,6,1
0.99,0.5,4,173,3,0,0,4,1
0.7,0.92,4,142,2,1,0,8,2
0.48,0.84,3,146,2,1,0,7,2
0.72,0.51,3,235,2,0,0,7,1
0.43,0.51,2,141,3,0,0,7,1
0.5,0.4,3,180,4,0,0,7,2
0.15,0.74,6,178,3,0,0,7,1
0.77,0.5,4,173,2,1,0,9,1
0.96,0.51,3,237,4,0,0,9,0
0.78,0.58,3,224,2,0,0,7,2
0.44,0.48,2,146,3,0,0,8,1
0.46,0.54,2,143,3,0,0,7,2
0.72,0.61,5,170,3,0,0,9,2
0.56,0.48,5,192,2,1,0,9,2
0.64,0.52,4,207,3,0,0,3,1
0.84,0.53,3,237,3,1,0,7,1
0.78,1.0,4,267,5,0,0,9,2
0.93,0.94,3,183,2,0,0,9,1
0.85,0.59,3,235,3,0,0,8,1
0.69,0.74,4,237,3,0,0,9,1
0.41,0.54,2,152,3,0,0,9,1
0.37,0.49,2,138,3,0,0,9,1
0.86,0.64,4,263,3,0,0,7,2
0.83,0.84,3,249,2,0,0,8,2
0.5,0.53,4,263,3,0,0,0,2
0.13,1.0,6,225,3,0,0,6,2
0.9,0.54,3,272,2,0,0,0,1
0.25,0.53,4,160,4,0,0,9,2
0.75,0.58,4,270,3,0,0,2,1
0.66,0.71,3,136,3,1,0,9,2
0.43,0.47,2,158,3,0,0,6,1
0.45,0.57,2,149,3,0,0,5,1
0.75,0.75,2,141,4,0,0,9,2
0.99,0.54,4,239,3,0,0,5,1
0.89,0.71,4,190,3,0,0,1,1
0.81,1.0,4,253,5,0,0,9,1
0.55,0.98,3,169,2,0,0,8,2
0.85,0.65,3,195,3,0,0,8,2
0.5,0.48,2,106,2,0,0,8,0
0.87,1.0,5,242,5,0,0,7,1
0.86,0.61,4,221,2,0,0,5,2
0.86,0.5,4,196,2,0,0,7,1
0.91,0.98,5,135,3,0,0,7,1
0.1,0.83,6,300,4,0,0,5,2
0.37,0.49,3,177,3,0,0,5,0
0.61,0.47,2,253,3,0,0,7,1
0.53,0.95,2,101,5,0,0,9,2
0.92,0.53,3,238,2,0,0,6,1
0.4,0.89,2,165,3,0,0,0,2
0.12,0.84,4,218,6,0,0,9,2
0.53,0.81,3,253,3,0,0,5,2
0.47,0.57,3,97,4,0,0,8,1
0.78,0.43,4,275,3,0,0,0,1
0.52,0.82,3,192,3,0,0,9,1
0.91,0.66,4,163,3,0,0,7,1
0.72,1.0,5,264,5,0,0,9,2
0.42,0.91,2,176,3,0,0,9,1
0.77,0.76,5,149,2,0,0,9,2
0.49,0.75,4,259,3,1,0,9,1
0.37,0.51,2,155,3,0,0,7,1
0.7,0.98,4,146,3,0,0,5,1
0.2,0.98,3,180,6,0,0,7,2
0.31,0.62,6,135,5,0,0,8,1
0.1,0.77,5,252,4,0,0,9,2
0.15,0.56,6,140,5,0,0,8,2
0.7,0.73,3,194,2,0,0,1,1
0.83,0.64,5,272,2,0,0,7,2
0.09,0.8,6,301,5,0,0,0,2
0.38,0.46,2,137,3,0,0,9,1
0.28,0.95,5,191,3,0,0,8,0
0.15,0.42,4,238,3,0,0,7,2
0.56,0.7,4,135,2,0,0,7,1
0.37,0.54,2,145,3,0,0,1,2
0.87,0.97,4,160,3,0,0,0,1
0.55,0.71,4,181,2,1,0,1,1
0.76,0.79,3,111,2,0,0,7,1
0.58,0.6,4,222,3,0,0,9,2
0.34,0.67,4,141,2,0,0,7,1
0.44,0.66,6,134,8,0,0,1,0
0.83,0.75,3,262,3,0,0,0,2
0.49,0.61,5,133,3,0,0,9,1
0.11,0.83,6,244,4,0,0,2,1
0.87,0.81,5,304,5,0,0,6,1
0.98,0.8,4,134,2,1,0,8,2
0.39,0.54,2,127,3,0,0,0,1
0.66,0.95,3,133,3,0,0,5,1
0.97,0.4,4,258,4,1,0,9,2
0.72,0.71,4,256,3,0,1,7,2
0.4,0.52,2,147,3,0,0,6,2
0.51,0.75,3,133,3,0,0,7,2
0.77,0.93,3,227,3,0,0,4,0
0.11,0.89,6,272,4,0,0,6,2
0.53,0.96,3,181,3,1,0,8,0
0.62,0.95,3,189,4,0,0,1,1
0.95,0.73,2,187,2,0,0,0,2
0.59,0.93,4,146,3,0,0,9,2
0.49,0.7,4,168,3,0,0,2,2
0.79,0.56,3,149,10,0,0,6,1
0.84,0.59,3,234,3,1,0,7,2
0.75,0.53,4,224,4,1,0,8,2
0.67,0.39,2,207,7,0,0,7,2
0.9,0.78,5,215,3,0,1,9,1
0.93,0.97,3,256,2,1,0,6,1
0.91,0.85,3,244,3,1,0,7,2
0.28,0.52,3,127,4,0,0,6,0
0.29,0.95,5,117,4,0,0,6,1
0.43,0.46,2,156,3,0,0,9,1
0.93,0.9,4,256,4,0,0,9,1
0.85,0.85,4,247,6,0,0,9,1
0.94,0.47,5,131,6,0,0,9,2
0.09,0.88,6,269,4,0,0,9,2
0.16,0.98,5,284,5,0,0,0,2
0.67,0.52,4,262,2,0,0,8,2
0.72,0.62,3,270,4,0,0,7,1
0.2,0.7,6,281,5,0,0,7,2
0.51,0.56,4,198,2,1,0,9,2
0.28,0.83,4,206,5,0,0,3,2
0.89,0.9,4,153,3,0,0,8,1
0.44,0.57,2,141,3,0,0,6,2
0.92,0.68,5,236,2,0,0,3,1
0.77,0.91,5,274,3,0,0,9,1
0.38,0.57,2,140,3,0,0,8,1
0.46,0.55,2,145,3,0,0,9,1
0.55,0.89,4,209,3,0,0,1,1
0.09,0.8,6,304,5,0,0,9,2
0.91,0.7,4,196,2,0,0,9,1
0.6,0.96,4,220,3,1,1,7,2
0.65,0.95,2,180,2,0,0,6,1
0.48,1.0,4,261,3,0,0,2,1
0.84,0.92,4,234,5,0,0,7,1
0.49,0.52,3,168,3,0,0,0,2
0.38,0.52,2,145,3,0,0,7,1
0.96,0.85,4,247,3,0,0,7,0
0.11,0.77,7,273,4,0,0,4,1
0.84,0.97,5,256,5,0,0,8,1
0.48,0.89,4,145,3,0,0,7,1
0.7,0.9,3,225,2,0,0,7,1
0.61,0.62,2,192,2,1,0,8,1
0.68,0.58,3,217,2,0,0,5,0
0.35,0.54,2,124,3,0,0,8,1
0.1,0.91,6,246,4,0,0,3,2
0.65,0.84,4,247,4,0,0,2,0
0.69,0.56,4,178,3,0,0,8,2
